SuSa,SuSu,SuWd,TrSa,TrSu,TrWd,WiSa,WiSu,WiWd,quarterHour
75.3,68.7,74.5,67.2,63.1,67.2,62.2,57.7,62.1,1
75.5,68.3,73.6,65.9,62.2,66.1,61.2,56.4,60.8,2
75.7,68.0,72.8,64.8,61.3,64.9,60.1,55.0,59.5,3
75.6,67.5,72.0,63.9,60.3,63.9,59.4,54.0,58.5,4
74.8,66.6,71.0,63.2,59.4,63.0,59.1,53.6,58.0,5
73.6,65.6,70.0,62.7,58.6,62.2,59.2,53.6,57.8,6
72.3,64.6,69.1,62.4,58.0,61.6,59.4,53.8,57.7,7
71.1,63.9,68.4,62.1,57.6,61.2,59.4,54.0,57.6,8
70.3,63.7,68.0,61.8,57.4,61.1,59.1,54.0,57.2,9
69.8,63.7,67.9,61.6,57.4,61.1,58.6,53.7,56.6,10
69.5,63.9,67.7,61.3,57.5,61.2,58.0,53.4,56.1,11
69.3,63.9,67.5,61.2,57.6,61.2,57.6,53.1,55.8,12
69.0,63.6,67.0,61.1,57.7,61.1,57.5,52.9,55.9,13
68.8,63.0,66.4,61.1,57.7,60.9,57.5,52.7,56.2,14
68.6,62.5,65.9,61.1,57.7,60.6,57.6,52.5,56.6,15
68.4,62.1,65.7,61.2,57.6,60.3,57.6,52.2,56.7,16
68.3,62.0,65.8,61.3,57.4,60.0,57.4,51.8,56.5,17
68.3,62.0,66.1,61.4,57.3,59.8,57.2,51.6,56.2,18
68.3,62.1,66.5,61.6,57.3,59.9,57.1,51.6,56.2,19
68.4,62.1,66.6,62.1,57.6,60.3,57.6,52.2,56.7,20
68.4,61.8,66.4,62.7,58.2,61.1,58.7,53.4,58.0,21
68.3,61.5,65.9,63.3,58.9,62.1,60.2,55.2,59.8,22
68.1,61.2,65.3,63.5,59.4,62.8,62.0,57.2,61.9,23
67.5,61.2,64.8,63.0,59.4,63.0,63.9,59.4,63.9,24
66.9,61.6,64.6,61.9,58.7,62.5,65.9,61.5,65.6,25
67.7,62.5,65.4,62.0,57.7,62.2,69.3,63.3,67.8,26
71.8,63.8,67.9,65.2,57.2,63.2,75.6,64.8,71.4,27
81.0,65.7,72.9,73.8,57.6,66.6,86.4,65.7,77.4,28
96.3,68.0,80.9,88.9,59.4,73.2,102.5,66.0,86.4,29
115.4,70.4,91.6,108.6,62.0,83.3,121.9,65.7,98.4,30
135.3,72.2,104.4,129.7,64.6,96.7,142.0,65.0,113.2,31
153.0,72.9,118.8,149.4,66.6,113.4,160.2,63.9,130.5,32
165.9,72.2,133.9,165.2,67.3,132.9,174.4,62.5,149.7,33
174.7,70.5,148.8,177.2,67.0,153.2,185.0,61.1,169.1,34
180.5,68.4,162.2,185.8,66.0,171.8,193.2,59.7,186.8,35
184.5,66.6,172.8,191.7,64.8,186.3,199.8,58.5,200.7,36
187.6,65.5,179.8,195.3,63.7,194.8,205.7,57.7,209.3,37
190.3,65.1,183.9,197.3,62.8,198.7,210.9,57.3,213.7,38
192.5,65.2,186.3,198.3,62.3,199.7,215.3,57.3,215.4,39
194.4,65.7,188.1,198.9,62.1,199.8,218.7,57.6,216.0,40
196.0,66.4,190.1,199.5,62.3,200.4,220.8,58.2,216.6,41
197.5,67.3,192.2,200.2,62.9,201.5,222.0,59.2,217.4,42
198.7,68.3,194.0,200.9,63.8,202.7,222.4,60.5,218.2,43
199.8,69.3,195.3,201.6,64.8,203.4,222.3,62.1,218.7,44
200.6,70.2,195.6,202.1,65.8,203.2,221.9,63.9,218.7,45
201.4,71.1,195.3,202.7,66.7,202.3,221.4,65.7,218.2,46
202.3,71.7,194.5,203.3,67.3,200.8,220.9,67.0,217.0,47
203.4,72.0,193.5,204.3,67.5,198.9,220.5,67.5,215.1,48
204.7,71.9,192.3,205.4,67.1,196.6,220.1,66.9,212.1,49
205.5,71.6,190.3,206.1,66.2,193.3,219.4,65.4,207.8,50
205.1,71.0,186.5,205.4,65.1,188.3,217.6,63.7,201.4,51
202.5,70.2,180.0,202.5,63.9,180.9,214.2,62.1,192.6,52
197.0,69.3,170.4,196.5,62.8,170.7,208.4,61.0,181.1,53
188.7,68.5,159.3,187.7,62.0,159.4,200.2,60.3,168.7,54
177.5,67.8,148.9,176.1,61.4,149.2,189.3,60.1,157.7,55
163.8,67.5,141.3,162.0,61.2,142.2,175.5,60.3,150.3,56
147.7,67.6,138.1,145.8,61.4,139.9,158.9,60.7,148.1,57
131.0,67.9,139.2,129.0,61.9,142.2,141.2,61.4,151.0,58
115.3,68.2,143.7,113.1,62.5,148.0,124.2,62.1,157.9,59
102.6,68.4,151.2,99.9,63.0,156.6,109.8,63.0,168.3,60
94.1,68.2,160.6,90.4,63.3,166.9,99.4,63.8,180.9,61
89.2,67.8,170.6,84.1,63.4,177.6,92.5,64.6,194.1,62
86.7,67.5,179.7,80.1,63.3,186.9,88.2,65.2,205.9,63
85.5,67.5,186.3,77.4,63.0,193.5,85.5,65.7,214.2,64
84.5,67.9,189.2,75.1,62.6,196.1,83.6,66.0,217.7,65
83.5,68.5,189.5,73.3,62.3,196.0,82.5,66.5,218.2,66
82.3,69.0,188.3,72.2,62.4,194.9,82.4,67.7,217.7,67
81.0,69.3,187.2,72.0,63.0,194.4,83.7,70.2,218.7,68
79.4,69.1,186.9,72.8,64.3,195.6,86.2,74.1,222.5,69
77.8,68.7,187.2,74.0,65.9,197.4,89.3,78.8,227.3,70
76.7,68.6,186.9,75.2,67.5,197.9,92.1,83.2,230.5,71
76.5,69.3,185.4,75.6,68.4,195.3,93.6,86.4,229.5,72
77.3,70.9,181.7,74.9,68.4,188.3,93.2,87.6,222.2,73
78.7,73.0,175.7,73.7,68.0,177.7,91.8,87.5,209.9,74
80.1,75.1,167.1,72.7,67.8,164.9,90.4,87.1,194.6,75
81.0,76.5,155.7,72.9,68.4,151.2,90.0,87.3,178.2,76
80.9,76.8,141.7,74.7,70.2,137.8,91.4,88.8,162.3,77
80.3,76.5,127.2,77.6,72.8,125.5,93.7,90.9,147.6,78
80.1,76.5,114.2,80.9,75.7,115.3,95.8,92.6,134.5,79
81.0,77.4,105.3,83.7,78.3,108.0,96.3,92.7,123.3,80
83.4,79.7,101.8,85.5,80.2,103.9,94.4,90.6,114.2,81
86.7,82.7,102.3,86.1,81.3,102.1,90.8,86.8,107.0,82
89.5,85.3,104.2,85.8,81.5,101.2,86.3,82.4,101.2,83
90.9,86.4,105.3,84.6,81.0,99.9,81.9,78.3,96.3,84
90.0,85.4,103.7,82.6,79.6,97.1,78.3,75.1,92.0,85
87.5,82.7,100.0,80.2,77.7,93.2,75.5,72.7,88.0,86
84.1,79.5,95.3,77.4,75.4,88.8,72.9,70.6,84.1,87
81.0,76.5,90.9,74.7,72.9,84.6,70.2,68.4,80.1,88
78.7,74.5,87.5,72.1,70.4,81.0,67.1,65.8,75.9,89
77.1,73.2,85.2,69.9,68.1,78.1,64.0,63.0,71.8,90
75.9,72.2,83.4,68.0,65.9,75.7,61.3,60.4,68.3,91
74.7,71.1,81.9,66.6,63.9,73.8,59.4,58.5,65.7,92
73.3,69.6,80.2,65.6,62.2,72.2,58.6,57.4,64.3,93
71.8,68.0,78.6,65.0,61.0,70.8,58.5,57.1,63.7,94
70.4,66.8,77.0,64.4,60.3,69.6,58.7,57.2,63.4,95
69.3,66.6,75.6,63.9,60.3,68.4,58.5,57.6,63.0,96
